Test Result ID,Test Result URL,Name,Browser,Screen Size,Geolocation,Start URL,End URL,Status,Passed,Screenshot Passed,Screenshot Difference,Error,Duration,Video URL,Screenshot URL,Screenshot Comparison URL,Date Triggered,Date Started,Date Completed
5f20a15bed07ae5c5aad4a16,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad4a16,Cart Language Checks - RECR LP - https://www.wsjwine.com/1852021,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/1852021,https://www.wsjwine.com/jsp/offer/recr/us/wsj/offer_temp6.jsp?offerId=95800369&promoCode=1852021&utm_campaign=rc_1852021&utm_medium=Inserts_Statements&utm_source=EveryPlate&offer=fy21/q1/top6_tabbed/reds/2FreeGoverno2Glasses/39/save60/spt_everyplate,Complete,true,false,0.176,,18.301,https://ghostinspector-prod.s3.amazonaws.com/videos/92840c32-eec1-4b03-bb45-d8234fa8196f.mp4,https://ghostinspector-prod.s3.amazonaws.com/screenshots/92840c32-eec1-4b03-bb45-d8234fa8196f-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/92840c32-eec1-4b03-bb45-d8234fa8196f-compareOriginal.png,2020-07-28T22:06:19.480Z,2020-07-28T22:09:12.505Z,2020-07-28T22:09:30.806Z
5f20a15bed07ae5c5aad49e6,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49e6,Cart Language Checks - RECR LP - https://www.wsjwine.com/918001,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/918001,https://www.wsjwine.com/918001,Complete,false,false,0.429,Step #1: Element not found,27.539,,https://ghostinspector-prod.s3.amazonaws.com/screenshots/f187d7df-6f02-457f-9823-7cf40ae40ffa-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/f187d7df-6f02-457f-9823-7cf40ae40ffa-compareOriginal.png,2020-07-28T22:06:19.372Z,2020-07-28T22:09:03.067Z,2020-07-28T22:09:30.606Z
5f20a15bed07ae5c5aad49e2,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49e2,Cart Language Checks - RECR LP - https://www.wsjwine.com/1313002,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/1313002,https://www.wsjwine.com/jsp/ExpiryPage.jsp?offerId=&promoCode=1313002,Complete,false,false,0.426,Step #1: Element not found,28.301,,https://ghostinspector-prod.s3.amazonaws.com/screenshots/c14b6b4c-3003-46ca-992c-47592073b7f3-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/c14b6b4c-3003-46ca-992c-47592073b7f3-compareOriginal.png,2020-07-28T22:06:19.367Z,2020-07-28T22:09:01.744Z,2020-07-28T22:09:30.045Z
5f20a15bed07ae5c5aad49da,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49da,Cart Language Checks - RECR LP - https://www.wsjwine.com/1436001,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/1436001,https://www.wsjwine.com/jsp/ExpiryPage.jsp?offerId=&promoCode=1436001,Complete,false,false,0.426,Step #1: Element not found,27.424,,https://ghostinspector-prod.s3.amazonaws.com/screenshots/57c6fba8-73ee-479e-9301-c1cca3c88de7-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/57c6fba8-73ee-479e-9301-c1cca3c88de7-compareOriginal.png,2020-07-28T22:06:19.349Z,2020-07-28T22:09:01.360Z,2020-07-28T22:09:28.784Z
5f20a15bed07ae5c5aad49d6,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49d6,Cart Language Checks - RECR LP - https://www.wsjwine.com/1432001,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/1432001,https://www.wsjwine.com/jsp/ExpiryPage.jsp?offerId=&promoCode=1432001,Complete,false,false,0.426,Step #1: Element not found,27.654,,https://ghostinspector-prod.s3.amazonaws.com/screenshots/892f1f44-33a9-4da0-8a02-94d7796d9e94-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/892f1f44-33a9-4da0-8a02-94d7796d9e94-compareOriginal.png,2020-07-28T22:06:19.330Z,2020-07-28T22:09:01.023Z,2020-07-28T22:09:28.677Z
5f20a15bed07ae5c5aad4a02,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad4a02,Cart Language Checks - RECR LP - https://www.wsjwine.com/1128005,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/1128005,https://www.wsjwine.com/jsp/offer/recr/us/wsj/offer_temp6.jsp?offerId=93800052&promoCode=1128005&utm_campaign=rc_1128005&utm_medium=Inserts_Package&utm_source=Territory_Ahead&offer=fy20/q1/top12/2FreeRedRaymond2Glasses/69/save120/stc,Complete,true,false,0.197,,20.13,https://ghostinspector-prod.s3.amazonaws.com/videos/2a0a6660-aac3-45d7-9001-626b4e942100.mp4,https://ghostinspector-prod.s3.amazonaws.com/screenshots/2a0a6660-aac3-45d7-9001-626b4e942100-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/2a0a6660-aac3-45d7-9001-626b4e942100-compareOriginal.png,2020-07-28T22:06:19.423Z,2020-07-28T22:09:08.492Z,2020-07-28T22:09:28.622Z
5f20a15bed07ae5c5aad49d2,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49d2,Cart Language Checks - RECR LP - https://www.wsjwine.com/1444001,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/1444001,https://www.wsjwine.com/jsp/ExpiryPage.jsp?offerId=&promoCode=1444001,Complete,false,false,0.426,Step #1: Element not found,27.84,,https://ghostinspector-prod.s3.amazonaws.com/screenshots/d7147e1a-767b-40f7-9a1e-e2417bde040b-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/d7147e1a-767b-40f7-9a1e-e2417bde040b-compareOriginal.png,2020-07-28T22:06:19.314Z,2020-07-28T22:09:00.487Z,2020-07-28T22:09:28.327Z
5f20a15bed07ae5c5aad49ce,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49ce,Cart Language Checks - RECR LP - https://www.wsjwine.com/355012,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/355012,https://www.wsjwine.com/355012,Complete,false,false,0.429,Step #1: Element not found,29.037,,https://ghostinspector-prod.s3.amazonaws.com/screenshots/0093f10f-8a4a-41bd-9da2-eaac96913de8-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/0093f10f-8a4a-41bd-9da2-eaac96913de8-compareOriginal.png,2020-07-28T22:06:19.309Z,2020-07-28T22:08:58.495Z,2020-07-28T22:09:27.532Z
5f20a15bed07ae5c5aad49fa,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49fa,Cart Language Checks - RECR LP - https://www.wsjwine.com/1889008,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/1889008,https://www.wsjwine.com/jsp/offer/recr/us/wsj/offer_temp6.jsp?offerId=95900127&promoCode=1889008&utm_campaign=rc_1889008&utm_medium=Direct_Mail&utm_source=Wiland_Universal_Performance_Model&offer=fy21/q1/top12_enhanced/2FreeGoverno2Glasses/59/save130/stc,Complete,true,false,0.186,,17.532,https://ghostinspector-prod.s3.amazonaws.com/videos/11e741ee-b03a-4a50-92bb-827c63ff5c3a.mp4,https://ghostinspector-prod.s3.amazonaws.com/screenshots/11e741ee-b03a-4a50-92bb-827c63ff5c3a-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/11e741ee-b03a-4a50-92bb-827c63ff5c3a-compareOriginal.png,2020-07-28T22:06:19.410Z,2020-07-28T22:09:09.971Z,2020-07-28T22:09:27.503Z
5f20a15bed07ae5c5aad49c6,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49c6,Cart Language Checks - RECR LP - https://www.wsjwine.com/464021,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/464021,https://www.wsjwine.com/464021,Complete,false,false,0.429,Step #1: Element not found,28.127,,https://ghostinspector-prod.s3.amazonaws.com/screenshots/32c626b1-3bb0-4abb-840d-1118ecab623f-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/32c626b1-3bb0-4abb-840d-1118ecab623f-compareOriginal.png,2020-07-28T22:06:19.298Z,2020-07-28T22:08:59.275Z,2020-07-28T22:09:27.402Z
5f20a15bed07ae5c5aad49f6,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49f6,Cart Language Checks - RECR LP - https://www.wsjwine.com/1889011,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/1889011,https://www.wsjwine.com/jsp/offer/recr/us/wsj/offer_temp6.jsp?offerId=95900139&promoCode=1889011&utm_campaign=rc_1889011&utm_medium=Direct_Mail&utm_source=Omaha_Steaks&offer=fy21/q1/top12_enhanced/2FreeGoverno2Glasses/59/save130/stc,Complete,true,false,0.186,,21.218,https://ghostinspector-prod.s3.amazonaws.com/videos/66d2e32a-00cc-42fd-8748-b52f2b444074.mp4,https://ghostinspector-prod.s3.amazonaws.com/screenshots/66d2e32a-00cc-42fd-8748-b52f2b444074-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/66d2e32a-00cc-42fd-8748-b52f2b444074-compareOriginal.png,2020-07-28T22:06:19.398Z,2020-07-28T22:09:06.005Z,2020-07-28T22:09:27.223Z
5f20a15bed07ae5c5aad4a06,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad4a06,Cart Language Checks - RECR LP - https://www.wsjwine.com/1931002,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/1931002,https://www.wsjwine.com/jsp/offer/recr/us/wsj/offer_temp6.jsp?offerId=96300069&promoCode=1931002&utm_campaign=rc_1931002&utm_medium=Inserts_Package&utm_source=Rue&offer=fy21/q1/top12_enhanced/2FreeGoverno2Glasses/69/save120/spt_ruelala,Complete,true,false,0.199,,15.891,https://ghostinspector-prod.s3.amazonaws.com/videos/1d2a7605-398b-434a-b04f-ba6f11a699cc.mp4,https://ghostinspector-prod.s3.amazonaws.com/screenshots/1d2a7605-398b-434a-b04f-ba6f11a699cc-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/1d2a7605-398b-434a-b04f-ba6f11a699cc-compareOriginal.png,2020-07-28T22:06:19.441Z,2020-07-28T22:09:11.092Z,2020-07-28T22:09:26.983Z
5f20a15bed07ae5c5aad49fe,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49fe,Cart Language Checks - RECR LP - https://www.wsjwine.com/1951039,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/1951039,https://www.wsjwine.com/jsp/offer/recr/us/wsj/offer_temp6.jsp?offerId=96100055&promoCode=1951039&utm_campaign=rc_1951039&utm_medium=Email&utm_source=Hearst_Veranda&offer=fy21/q1/worldtourgraphic_enhanced/reds/2FreeAppassimento2Glasses/59/save130/spt_closed/hearst_endorsed/veranda,Complete,true,false,0.225,,17.844,https://ghostinspector-prod.s3.amazonaws.com/videos/7bc916d9-1f9b-4524-85e0-86026d8bc813.mp4,https://ghostinspector-prod.s3.amazonaws.com/screenshots/7bc916d9-1f9b-4524-85e0-86026d8bc813-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/7bc916d9-1f9b-4524-85e0-86026d8bc813-compareOriginal.png,2020-07-28T22:06:19.416Z,2020-07-28T22:09:08.093Z,2020-07-28T22:09:25.937Z
5f20a15bed07ae5c5aad49c2,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49c2,Cart Language Checks - RECR LP - https://www.wsjwine.com/464019,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/464019,https://www.wsjwine.com/464019,Complete,false,false,0.429,Step #1: Element not found,28.338,,https://ghostinspector-prod.s3.amazonaws.com/screenshots/181477ec-9268-42f5-a4ed-634b55544f8c-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/181477ec-9268-42f5-a4ed-634b55544f8c-compareOriginal.png,2020-07-28T22:06:19.273Z,2020-07-28T22:08:56.553Z,2020-07-28T22:09:24.891Z
5f20a15bed07ae5c5aad49ca,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49ca,Cart Language Checks - RECR LP - https://www.wsjwine.com/464023,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/464023,https://www.wsjwine.com/464023,Complete,false,false,0.429,Step #1: Element not found,27.376,,https://ghostinspector-prod.s3.amazonaws.com/screenshots/5c71de27-0384-458f-8b27-97355fc836db-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/5c71de27-0384-458f-8b27-97355fc836db-compareOriginal.png,2020-07-28T22:06:19.304Z,2020-07-28T22:08:57.058Z,2020-07-28T22:09:24.434Z
5f20a15bed07ae5c5aad49f2,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49f2,Cart Language Checks - RECR LP - https://www.wsjwine.com/1889009,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/1889009,https://www.wsjwine.com/jsp/offer/recr/us/wsj/offer_temp6.jsp?offerId=95900132&promoCode=1889009&utm_campaign=rc_1889009&utm_medium=Direct_Mail&utm_source=Ibehavior_Optimal_Fusion_Model&offer=fy21/q1/top12_enhanced/2FreeGoverno2Glasses/59/save130/stc,Complete,true,false,0.187,,15.404,https://ghostinspector-prod.s3.amazonaws.com/videos/af1111fc-a588-4cc8-ba34-c2ed7a94f17c.mp4,https://ghostinspector-prod.s3.amazonaws.com/screenshots/af1111fc-a588-4cc8-ba34-c2ed7a94f17c-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/af1111fc-a588-4cc8-ba34-c2ed7a94f17c-compareOriginal.png,2020-07-28T22:06:19.394Z,2020-07-28T22:09:07.253Z,2020-07-28T22:09:22.657Z
5f20a15bed07ae5c5aad49be,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49be,Cart Language Checks - RECR LP - https://www.wsjwine.com/464017,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/464017,https://www.wsjwine.com/464017,Complete,false,false,0.429,Step #1: Element not found,27.411,,https://ghostinspector-prod.s3.amazonaws.com/screenshots/451e6a8b-b4de-4a74-8f15-da4499755064-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/451e6a8b-b4de-4a74-8f15-da4499755064-compareOriginal.png,2020-07-28T22:06:19.253Z,2020-07-28T22:08:55.208Z,2020-07-28T22:09:22.619Z
5f20a15bed07ae5c5aad49ba,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49ba,Cart Language Checks - RECR LP - https://www.wsjwine.com/468016,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/468016,https://www.wsjwine.com/468016,Complete,false,false,0.429,Step #1: Element not found,28.078,,https://ghostinspector-prod.s3.amazonaws.com/screenshots/33775ae2-e66c-40a3-bbcc-b84ba8e229bf-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/33775ae2-e66c-40a3-bbcc-b84ba8e229bf-compareOriginal.png,2020-07-28T22:06:19.210Z,2020-07-28T22:08:54.345Z,2020-07-28T22:09:22.423Z
5f20a15bed07ae5c5aad49ea,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49ea,Cart Language Checks - RECR LP - https://www.wsjwine.com/1889003,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/1889003,https://www.wsjwine.com/jsp/offer/recr/us/wsj/offer_temp6.jsp?offerId=95900148&promoCode=1889003&utm_campaign=rc_1889003&utm_medium=Direct_Mail&utm_source=Inbound%20Default&offer=fy21/q1/worldtourgraphic_enhanced/reds/2FreeAppassimento2Glasses/59/save130/stc_closed/stc,Complete,true,false,0.223,,15.545,https://ghostinspector-prod.s3.amazonaws.com/videos/1f63b78b-025e-49df-88f0-1643cd07988a.mp4,https://ghostinspector-prod.s3.amazonaws.com/screenshots/1f63b78b-025e-49df-88f0-1643cd07988a-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/1f63b78b-025e-49df-88f0-1643cd07988a-compareOriginal.png,2020-07-28T22:06:19.381Z,2020-07-28T22:09:05.114Z,2020-07-28T22:09:20.659Z
5f20a15bed07ae5c5aad49ae,https://app.ghostinspector.com/results/5f20a15bed07ae5c5aad49ae,Cart Language Checks - RECR LP - https://www.wsjwine.com/468010,Chrome 84,1280x800,us-east-1,https://www.wsjwine.com/468010,https://www.wsjwine.com/468010,Complete,false,false,0.429,Step #1: Element not found,27.145,,https://ghostinspector-prod.s3.amazonaws.com/screenshots/6f7829d5-dc54-488f-9035-db649d573b64-original.png,https://ghostinspector-prod.s3.amazonaws.com/screenshots/6f7829d5-dc54-488f-9035-db649d573b64-compareOriginal.png,2020-07-28T22:06:19.159Z,2020-07-28T22:08:53.329Z,2020-07-28T22:09:20.474Z
